address,area,rooms,bathrooms,garages,amenities,price,condo,neighborhood
"Centro, Florianópolis - SC",108,3,2,1.0,"Área de serviço
Salão de festas
Playground
Varanda",2800.0,700, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",111,3,2,1.0,nan,2500.0,507, Trindade
"Ingleses do Rio Vermelho, Florianópolis - SC",56,2,2,1.0,"Mobiliado
Área de serviço
Churrasqueira
Varanda
Ar-condicionado",1765.0,0, SC
"Rua Fernando Ferreira de Mello - Bom Abrigo, Florianópolis - SC",65,2,1,2.0,nan,1450.0,540, Bom Abrigo
"Avenida Hercílio Luz - Centro, Florianópolis - SC",79,2,1,0.0,Elevador,1700.0,420, Centro
"Avenida Mauro Ramos - Centro, Florianópolis - SC",81,2,1,1.0,Elevador,1750.0,700, Centro
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",121,3,3,2.0,Elevador,2400.0,900, Pantanal
"Trindade, Florianópolis - SC",24,1,1,1.0,"Mobiliado
Salão de festas
Salão de jogos",2500.0,0, SC
"Boulevard Paulo Zimmer, 55 - Agronômica, Florianópolis - SC",93,2,3,1.0,"Elevador
Área de serviço
Churrasqueira
Salão de festas
Playground",5900.0,1000, Agronômica
"Rua Clorinda Ventimiglia - Cachoeira do Bom Jesus, Florianópolis - SC",45,1,1,1.0,nan,1400.0,0, Cachoeira do Bom Jesus
"Rua Dario João de Souza - Jurerê, Florianópolis - SC",10,3,2,2.0,"Elevador
Piscina
Playground
Varanda
Conexão à internet",5000.0,1000, Jurerê
"Rua Clorinda Ventimiglia - Cachoeira do Bom Jesus, Florianópolis - SC",45,1,1,1.0,nan,1600.0,0, Cachoeira do Bom Jesus
"Rua Clorinda Ventimiglia - Cachoeira do Bom Jesus, Florianópolis - SC",45,1,1,1.0,nan,1250.0,0, Cachoeira do Bom Jesus
"Rua Francisco Goulart - Trindade, Florianópolis - SC",64,2,1,1.0,nan,1550.0,400, Trindade
"Centro, Florianópolis - SC",60,1,1,0.0,nan,1350.0,450, SC
"Campeche, Florianópolis - SC",70,3,1,1.0,nan,2300.0,80, SC
"Avenida Governador Irineu Bornhausen, 4152 - Beira Mar, Florianópolis - SC",155,3,4,3.0,"Elevador
Área de serviço
Varanda
Espaço gourmet
Cozinha",7500.0,1000, Beira Mar
"Servidão Corintians - Pantanal, Florianópolis - SC",34,1,1,1.0,nan,1100.0,150, Pantanal
"Centro, Florianópolis - SC",156,3,3,2.0,"Elevador
Área de serviço
Salão de festas
Playground
Jardim",3950.0,1050, SC
"Rua Diácono Ademi Pereira de Abreu, 300 - São João do Rio Vermelho, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Piscina
Salão de festas
Ar-condicionado
Lavanderia",1200.0,200, São João do Rio Vermelho
"Servidão Santíssima Trindade - Trindade, Florianópolis - SC",77,3,2,0.0,nan,2550.0,438, Trindade
"Servidão Catarina Albina Gouvêa - Saco dos Limões, Florianópolis - SC",22,1,1,0.0,nan,950.0,100, Saco dos Limões
"Carvoeira, Florianópolis - SC",76,2,2,1.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",2690.0,450, SC
"Porto da Lagoa, Florianópolis - SC",60,2,1,0.0,nan,1600.0,0, SC
"Rua Doutor João de Oliveira - Canasvieiras, Florianópolis - SC",60,2,1,1.0,"Elevador
Piscina",1500.0,350, Canasvieiras
"Centro, Florianópolis - SC",86,2,2,0.0,"Área de serviço
Salão de festas
Ar-condicionado
Sala de jantar",1350.0,650, SC
"Rua José Cândido da Silva - Balneário, Florianópolis - SC",25,1,1,0.0,Armário na cozinha,700.0,215, Balneário
"Avenida Buriti, 680 - Itacorubi, Florianópolis - SC",103,3,2,2.0,"Elevador
Área de serviço
Academia
Quadra poliesportiva
Salão de jogos",3300.0,635, Itacorubi
"Rodovia Amaro Antônio Vieira, 2000 - Itacorubi, Florianópolis - SC",60,2,1,0.0,"Mobiliado
Área de serviço
Circuito de segurança
Conexão à internet",1595.0,87, Itacorubi
"Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC",70,2,2,0.0,nan,1900.0,500, Itacorubi
"Rua Presidente Coutinho - Centro, Florianópolis - SC",113,3,2,1.0,Elevador,4100.0,1150, Centro
"Carvoeira, Florianópolis - SC",32,1,1,0.0,"Churrasqueira
Espaço gourmet
Aquecimento
Interfone
Cozinha",1000.0,90, SC
"Rua Eurico Hosterno - Santa Mônica, Florianópolis - SC",20,1,1,0.0,nan,1340.0,0, Santa Mônica
"Centro, Florianópolis - SC",78,3,1,2.0,"Piscina
Churrasqueira
Varanda gourmet",3500.0,900, SC
"Rua Médico Miguel Salles Cavalcanti - Abraão, Florianópolis - SC",55,2,1,1.0,nan,1250.0,210, Abraão
"Rua José Bonifácio - Canto, Florianópolis - SC",70,2,2,0.0,nan,1500.0,300, Canto
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",33,1,1,1.0,nan,1300.0,330, Carvoeira
"Avenida Governador Irineu Bornhausen, 3974 - Centro, Florianópolis - SC",156,3,3,3.0,"Elevador
Piscina
Área de serviço
Churrasqueira
Varanda",7500.0,1100, Centro
"Rua Luiz Oscar de Carvalho, 149 - Trindade, Florianópolis - SC",64,2,1,1.0,"Área de serviço
Playground
Quadra poliesportiva
Interfone",1300.0,0, Trindade
"Rua Anita Garibaldi - Centro, Florianópolis - SC",36,1,1,0.0,nan,830.0,416, Centro
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",35,1,1,0.0,nan,2000.0,0, Carvoeira
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",46,1,1,1.0,Elevador,2000.0,619, Córrego Grande
"Córrego Grande, Florianópolis - SC",55,1,1,1.0,"Mobiliado
Área de serviço
Salão de festas
Playground
Varanda",1800.0,400, SC
"Pantanal, Florianópolis - SC",122,3,3,2.0,"Elevador
Área de serviço
Churrasqueira
Varanda
Condomínio fechado",2450.0,883, SC
"Avenida Mauro Ramos - Centro, Florianópolis - SC",39,1,1,1.0,"Elevador
Salão de festas
Playground
Sauna
Salão de jogos",3500.0,371, Centro
"Rua Vidal Ramos, 224 - Centro, Florianópolis - SC",127,3,2,0.0,"Elevador
Área de serviço
Cozinha
Segurança 24h",1500.0,803, Centro
"Rua das Gaivotas, 43 - Ingleses do Rio Vermelho, Florianópolis - SC",98,3,2,1.0,"Mobiliado
Elevador
Área de serviço
Varanda
Ar-condicionado",2500.0,492, Ingleses do Rio Vermelho
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",74,2,2,1.0,nan,2200.0,396, Trindade
"Rua Procópio Manoel Pires - Trindade, Florianópolis - SC",63,2,1,1.0,nan,1802.0,399, Trindade
"Rua Desembargador Urbano Salles, 111 - Centro, Florianópolis - SC",90,3,2,1.0,"Área de serviço
Salão de festas
Playground
Sala de jantar",2500.0,500, Centro
"Rodovia Admar Gonzaga, 725 - Itacorubi, Florianópolis - SC",83,2,2,2.0,"Elevador
Área de serviço
Salão de festas
Playground
Academia",2600.0,950, Itacorubi
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",35,1,1,1.0,nan,890.0,260, Carvoeira
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",111,3,2,2.0,"Elevador
Salão de festas
Playground
Ar-condicionado
Espaço gourmet",3000.0,438, Trindade
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",60,1,1,0.0,nan,1600.0,360, Trindade
"Servidão Leon Emilio Portela, 84 - Saco dos Limões, Florianópolis - SC",25,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1100.0,0, Saco dos Limões
"Rua dos Ilhéus - Centro, Florianópolis - SC",59,1,1,0.0,nan,1100.0,637, Centro
"Carvoeira, Florianópolis - SC",22,1,1,0.0,"Churrasqueira
Espaço gourmet
Aquecimento
Interfone
Cozinha",1100.0,90, SC
"Rua Ambrósio João Silveira, 40 - Morro das Pedras, Florianópolis - SC",50,1,1,0.0,"Mobiliado
Área de serviço
Cozinha",900.0,0, Morro das Pedras
"Avenida Prefeito Waldemar Vieira - Saco dos Limões, Florianópolis - SC",68,2,2,0.0,"Piscina
Área de serviço
Churrasqueira
Playground
Próximo a escola",1900.0,550, Saco dos Limões
"Rua Laurindo Januário da Silveira - Lagoa da Conceição, Florianópolis - SC",50,1,1,1.0,nan,1000.0,0, Lagoa da Conceição
"Rua Lauro Linhares - Trindade, Florianópolis - SC",60,1,1,1.0,"Mobiliado
Salão de festas",1600.0,306, Trindade
"Rua Dom Jaime Câmara, 190 - Centro, Florianópolis - SC",211,4,5,2.0,"Elevador
Varanda
Lavanderia
Escritório
Cozinha",1900.0,1854, Centro
"Centro, Florianópolis - SC",99,3,2,1.0,"Elevador
Área de serviço
Interfone",1700.0,610, SC
"Rua Jornalista Tito Carvalho, 101 - Carvoeira, Florianópolis - SC",61,2,1,1.0,Área de serviço,1500.0,397, Carvoeira
"Rua Lauro Linhares - Trindade, Florianópolis - SC",46,1,1,1.0,nan,1200.0,370, Trindade
"Rua Jornalista Tito Carvalho - Carvoeira, Florianópolis - SC",69,2,2,1.0,"Elevador
Piscina",1900.0,410, Carvoeira
"Servidão Bertolina Felicidade de Souza - Barra da Lagoa, Florianópolis - SC",53,1,1,1.0,nan,1650.0,0, Barra da Lagoa
"Servidão Corujas do Sul - Campeche, Florianópolis - SC",36,1,1,1.0,nan,1900.0,0, Campeche
"Rua Frei Caneca - Agronômica, Florianópolis - SC",120,3,3,0.0,nan,3400.0,1088, Agronômica
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",46,1,1,1.0,nan,2000.0,395, Córrego Grande
"Rua Professor José Brasilicio de Souza - Trindade, Florianópolis - SC",43,1,1,0.0,"Churrasqueira
Próximo a escola
Próximo a hospitais
Próximo a shopping
Próximo a transporte público",2000.0,300, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",71,2,2,1.0,nan,2000.0,598, Trindade
"Servidão João Sinfronio Pereira, 275 - Rio Tavares, Florianópolis - SC",42,1,1,0.0,Lavanderia,1350.0,0, Rio Tavares
"Rua Oge Fortkamp - Trindade, Florianópolis - SC",48,1,1,0.0,nan,1450.0,210, Trindade
"Rua Doutor Armínio Tavares - Centro, Florianópolis - SC",67,1,2,0.0,nan,4300.0,670, Centro
"Rua Frei Caneca - Agronômica, Florianópolis - SC",210,3,4,2.0,"Elevador
Piscina",5800.0,1600, Agronômica
"Rua Francisco Tolentino, 800 - Centro, Florianópolis - SC",48,1,1,0.0,"Elevador
Área de serviço
Interfone",900.0,417, Centro
"Rua Capitão Romualdo de Barros, 965 - Carvoeira, Florianópolis - SC",41,1,1,1.0,"Área de serviço
Salão de festas",1000.0,450, Carvoeira
"Rua Capitão Euclides de Castro - Coqueiros, Florianópolis - SC",81,3,1,1.0,nan,1500.0,310, Coqueiros
"Rodovia Tertuliano Brito Xavier - Canasvieiras, Florianópolis - SC",93,2,1,2.0,nan,7000.0,1500, Canasvieiras
"Itacorubi, Florianópolis - SC",58,1,1,0.0,"Área de serviço
Aquecimento
Cozinha",1250.0,0, SC
"Servidão Riacho Doce - Canto da Lagoa, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Piscina
Ar-condicionado
Lavanderia
Armário na cozinha",1000.0,160, Canto da Lagoa
"Servidão Orleans - Ingleses do Rio Vermelho, Florianópolis - SC",55,1,1,1.0,nan,1300.0,10, Ingleses do Rio Vermelho
"Ingleses do Rio Vermelho, Florianópolis - SC",54,1,1,1.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",1400.0,320, SC
"Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC",237,4,3,3.0,"Mobiliado
Elevador
Churrasqueira
Salão de festas
Ar-condicionado",5500.0,3900, Centro
"Rua Duarte Schutel - Centro, Florianópolis - SC",280,4,6,2.0,nan,8900.0,2680, Centro
"Rua Andreza Pinheiro Gonçalves da Silva - Carvoeira, Florianópolis - SC",81,2,2,1.0,Elevador,1550.0,628, Carvoeira
"Rua Eurico Hosterno - Santa Mônica, Florianópolis - SC",20,1,1,0.0,nan,1340.0,0, Santa Mônica
"Saco dos Limões, Florianópolis - SC",45,1,2,1.0,nan,1700.0,250, SC
"Avenida dos Salmões, 844 - Jurerê Internacional, Florianópolis - SC",50,2,1,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Ar-condicionado",2900.0,0, Jurerê Internacional
"Rua Eurico Hosterno - Santa Mônica, Florianópolis - SC",20,1,1,0.0,nan,1340.0,0, Santa Mônica
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",75,3,1,1.0,nan,2000.0,550, Trindade
"Rua Doutor Heitor Blum, 563 - Estreito, Florianópolis - SC",50,2,2,0.0,"Área de serviço
Varanda",1500.0,0, Estreito
"Rua Coronel Pedro Demoro, 1651 - Balneário, Florianópolis - SC",60,2,1,0.0,"Área de serviço
Cozinha",1200.0,25, Balneário
"Agronômica, Florianópolis - SC",69,2,2,2.0,"Área de serviço
Salão de festas
Varanda
Ar-condicionado",2700.0,680, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",112,2,1,0.0,nan,1700.0,330, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",59,2,1,0.0,nan,1700.0,540, Trindade
"Vargem do Bom Jesus, Florianópolis - SC",29,1,1,1.0,nan,640.0,260, SC
"Rua Anita Garibaldi - Centro, Florianópolis - SC",35,1,1,0.0,nan,540.0,385, Centro
"Rua General Eurico Gaspar Dutra, 726 - Estreito, Florianópolis - SC",33,1,1,1.0,"Elevador
Área de serviço
Academia
Condomínio fechado
Cozinha",900.0,0, Estreito
"Rodovia Amaro Antônio Vieira, 2383 - Itacorubi, Florianópolis - SC",61,2,2,1.0,"Área de serviço
Salão de festas
Playground
Sala de jantar",2250.0,600, Itacorubi
"Rodovia João Paulo - Joao Paulo, Florianópolis - SC",80,3,2,2.0,nan,2300.0,636, Joao Paulo
"Rua Major Costa, 74 - Centro, Florianópolis - SC",38,1,1,0.0,Interfone,1000.0,20, Centro
"Rua Duarte Schutel, 215 - Centro, Florianópolis - SC",79,3,2,1.0,"Mobiliado
Elevador
Área de serviço
Playground
Vigia",1850.0,750, Centro
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",64,2,1,0.0,nan,1500.0,384, Trindade
"Rua Padre Roma - Centro, Florianópolis - SC",87,2,2,0.0,"Próximo a escola
Próximo a hospitais
Próximo a shopping
Próximo a transporte público",2000.0,720, Centro
"Rua Lauro Linhares - Trindade, Florianópolis - SC",59,2,1,1.0,nan,1600.0,460, Trindade
"Rua Pastor William Richard Schisler Filho - Itacorubi, Florianópolis - SC",90,3,2,2.0,"Elevador
Área de serviço
Churrasqueira
Salão de festas
Playground",2700.0,700, Itacorubi
"Rua Felipe Schmidt - Centro, Florianópolis - SC",167,3,3,1.0,nan,1850.0,1070, Centro
"Rua Carlos Loureiro da Luz - Córrego Grande, Florianópolis - SC",53,2,1,0.0,nan,1800.0,0, Córrego Grande
"Pantanal, Florianópolis - SC",56,2,2,1.0,"Elevador
Varanda
Cozinha",1850.0,260, SC
"Avenida Buriti - Itacorubi, Florianópolis - SC",75,2,2,1.0,"Elevador
Churrasqueira
Salão de festas
Playground
Quadra poliesportiva",1900.0,430, Itacorubi
"Servidão Natalina Machado - Saco Grande, Florianópolis - SC",26,1,1,1.0,nan,1700.0,0, Saco Grande
"Rua Diácono Ademi Pereira de Abreu - São João do Rio Vermelho, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Piscina
Salão de festas
Ar-condicionado
Lavanderia",1200.0,200, São João do Rio Vermelho
"Rua Desembargador Arno Hoeschl - Centro, Florianópolis - SC",188,2,2,0.0,"Academia
Condomínio fechado
Espaço gourmet
Gerador elétrico
Segurança 24h",9000.0,0, Centro
"Rua Procópio Manoel Pires - Trindade, Florianópolis - SC",77,2,2,1.0,nan,2300.0,820, Trindade
"Rodovia Admar Gonzaga, 725 - Itacorubi, Florianópolis - SC",97,3,1,3.0,"Mobiliado
Área de serviço
Playground
Academia
Jardim",3500.0,920, Itacorubi
"Rua Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Rua Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Mobiliado
Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Rua Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Ar-condicionado
Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Rua Afonso Cardoso da Veiga, 228 - Canasvieiras, Florianópolis - SC",22,1,1,0.0,"Lavanderia
Armário na cozinha
Armário embutido",990.0,250, Canasvieiras
"Servidão Riacho Doce - Lagoa da Conceição, Florianópolis - SC",28,1,1,0.0,Piscina,1000.0,100, Lagoa da Conceição
"Avenida Hercílio Luz - Centro, Florianópolis - SC",70,2,1,1.0,nan,1500.0,753, Centro
"Servidão Caminho do Sol - Vargem Grande, Florianópolis - SC",38,1,1,0.0,"Armário na cozinha
Armário embutido",1000.0,0, Vargem Grande
"Servidão Adilton Altamiro da Silva, 64 - Pantanal, Florianópolis - SC",20,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",623.0,0, Pantanal
"Rodovia Admar Gonzaga, 2025 - Itacorubi, Florianópolis - SC",40,1,1,0.0,"Mobiliado
Área de serviço
Playground
Interfone",1200.0,293, Itacorubi
"Abraão, Florianópolis - SC",75,2,1,1.0,nan,1900.0,239, SC
"Agronômica, Florianópolis - SC",136,3,3,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Salão de festas",5000.0,1540, SC
"Rua Vereador Osni Ortiga - Porto da Lagoa, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Churrasqueira
Playground
Ar-condicionado
Armário na cozinha",1500.0,0, Porto da Lagoa
"Servidão Inêz Monteira da Silva - Cachoeira do Bom Jesus, Florianópolis - SC",60,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",830.0,0, Cachoeira do Bom Jesus
"Rua Frei Caneca, 12 - Centro, Florianópolis - SC",171,2,2,1.0,"Elevador
Piscina
Área de serviço
Varanda
Sistema de alarme",3900.0,1711, Centro
"Servidão Professor João Carlos Pottker, 22 - Saco dos Limões, Florianópolis - SC",17,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",730.0,200, Saco dos Limões
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",50,2,1,0.0,nan,1300.0,345, Itacorubi
"Servidão Heleodoro João Florindo - Barra da Lagoa, Florianópolis - SC",30,1,1,1.0,nan,1500.0,0, Barra da Lagoa
"Servidão Heleodoro João Florindo - Barra da Lagoa, Florianópolis - SC",30,1,1,1.0,nan,1500.0,0, Barra da Lagoa
"Servidão Heleodoro João Florindo - Barra da Lagoa, Florianópolis - SC",30,1,1,1.0,nan,1500.0,0, Barra da Lagoa
"Servidão Heleodoro João Florindo - Barra da Lagoa, Florianópolis - SC",30,1,1,1.0,nan,1500.0,0, Barra da Lagoa
"Servidão Heleodoro João Florindo - Barra da Lagoa, Florianópolis - SC",30,1,1,1.0,nan,1500.0,0, Barra da Lagoa
"Servidão Rio Ponche - São João do Rio Vermelho, Florianópolis - SC",40,2,1,1.0,Armário na cozinha,1062.0,0, São João do Rio Vermelho
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",84,3,2,2.0,nan,2400.0,334, Carvoeira
"Rua Capitão Américo - Córrego Grande, Florianópolis - SC",48,1,1,1.0,Elevador,1550.0,334, Córrego Grande
"Rodovia Admar Gonzaga, 1663 - Itacorubi, Florianópolis - SC",52,1,1,1.0,"Salão de festas
Jardim
Ar-condicionado
Condomínio fechado
Aceita animais",1250.0,376, Itacorubi
"Rua Joe Collaço, 417 - Santa Mônica, Florianópolis - SC",15,1,1,0.0,"Mobiliado
Lavanderia
Armário na cozinha
Armário embutido",1100.0,0, Santa Mônica
"Servidão Paulo Simão Martins - Rio Tavares, Florianópolis - SC",55,2,1,1.0,nan,2000.0,0, Rio Tavares
"Servidão Paulo Simão Martins - Rio Tavares, Florianópolis - SC",55,2,1,1.0,nan,2000.0,0, Rio Tavares
"Rua da Escova de Garrafa - Cachoeira do Bom Jesus, Florianópolis - SC",58,1,1,1.0,"Salão de festas
Varanda
Armário na cozinha",1630.0,100, Cachoeira do Bom Jesus
"Rua Protenor Vidal, 170 - Pantanal, Florianópolis - SC",25,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1013.0,0, Pantanal
"Rua Vereador Batista Pereira, 606 - Estreito, Florianópolis - SC",70,2,2,1.0,"Mobiliado
Elevador
Área de serviço
Interfone",1800.0,607, Estreito
"Rua Professora Antonieta de Barros, 732 - Estreito, Florianópolis - SC",56,2,1,0.0,"Área de serviço
Interfone",1100.0,327, Estreito
"Estreito, Florianópolis - SC",107,3,1,2.0,"Elevador
Área de serviço
Churrasqueira
Salão de festas
Playground",3500.0,1004, SC
"Rua Eurico Hosterno - Santa Mônica, Florianópolis - SC",20,1,1,0.0,"Mobiliado
Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",1450.0,100, Santa Mônica
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",63,2,1,1.0,nan,1800.0,230, Carvoeira
"Avenida Desembargador Vítor Lima - Carvoeira, Florianópolis - SC",36,1,1,0.0,nan,1100.0,259, Carvoeira
"Rua Mané Vicente - Monte Verde, Florianópolis - SC",45,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",750.0,0, Monte Verde
"Rua Joaquim Carneiro, 136 - Capoeiras, Florianópolis - SC",39,1,1,0.0,"Mobiliado
Área de serviço
Condomínio fechado
Cozinha
Interfone",800.0,230, Capoeiras
"Rua Pastor William Richard Schisler Filho, 50 - Itacorubi, Florianópolis - SC",69,2,2,2.0,"Área de serviço
Salão de festas
Playground
Sala de jantar",2500.0,860, Itacorubi
"Rua General Eurico Gaspar Dutra, 726 - Estreito, Florianópolis - SC",40,1,1,1.0,"Elevador
Área de serviço
Academia
Condomínio fechado
Cozinha",1000.0,0, Estreito
"Rua Manoel de Oliveira Ramos - Estreito, Florianópolis - SC",60,2,1,1.0,nan,1250.0,60, Estreito
"Avenida Mauro Ramos - Centro, Florianópolis - SC",53,1,1,1.0,"Elevador
Salão de festas
Playground
Sauna
Ar-condicionado",3980.0,703, Centro
"Rua Maria Eduarda, 192 - Pantanal, Florianópolis - SC",22,1,1,0.0,"Mobiliado
TV a cabo
Conexão à internet
Cozinha",1350.0,0, Pantanal
"Rua Deputado Antônio Edu Vieira - Saco dos Limões, Florianópolis - SC",45,1,1,0.0,nan,1200.0,35, Saco dos Limões
"Rua Eduardo Horn - Jardim Atlântico, Florianópolis - SC",30,3,1,0.0,nan,900.0,100, Jardim Atlântico
"Servidão Maura de Abreu Nunes - São João do Rio Vermelho, Florianópolis - SC",54,1,1,1.0,Armário na cozinha,900.0,0, São João do Rio Vermelho
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",65,2,1,1.0,"Churrasqueira
Ar-condicionado",2300.0,290, Carvoeira
"Servidão São Paulo Apóstolo - Vargem Grande, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",981.0,0, Vargem Grande
"Rua Irmã Bonavita, 735 - Capoeiras, Florianópolis - SC",27,1,1,0.0,"Área de serviço
Cozinha
Interfone",1200.0,0, Capoeiras
"Servidão Pedras Brancas - Cachoeira do Bom Jesus, Florianópolis - SC",32,1,1,0.0,nan,800.0,0, Cachoeira do Bom Jesus
"Rua General Aleluia - Santo Antônio de Lisboa, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Armário na cozinha
Armário embutido",880.0,0, Santo Antônio de Lisboa
"Rua Manoel Severino de Oliveira - Lagoa da Conceição, Florianópolis - SC",71,2,1,1.0,"Mobiliado
Elevador
Ar-condicionado
Armário na cozinha
Armário embutido",1990.0,500, Lagoa da Conceição
"Rodovia Jornalista Manoel de Menezes - Barra da Lagoa, Florianópolis - SC",25,1,1,1.0,"Mobiliado
Churrasqueira
Salão de festas
Playground
Quadra poliesportiva",807.0,0, Barra da Lagoa
"Rua Fernando Ferreira de Mello - Bom Abrigo, Florianópolis - SC",100,3,2,1.0,"Elevador
Piscina",1800.0,950, Bom Abrigo
"Rua Anita Garibaldi - Centro, Florianópolis - SC",35,1,1,0.0,nan,660.0,400, Centro
"Itacorubi, Florianópolis - SC",65,1,1,0.0,nan,1000.0,291, SC
"Servidão São Paulo - Vargem Grande, Florianópolis - SC",30,1,1,0.0,nan,950.0,0, Vargem Grande
"Servidão Caminho do Sol, 556 - Vargem Grande, Florianópolis - SC",38,1,1,0.0,"Armário na cozinha
Armário embutido",1000.0,0, Vargem Grande
"Rua Antenor Borges, 210 - Canasvieiras, Florianópolis - SC",40,1,1,1.0,"Mobiliado
Elevador
Varanda
Ar-condicionado
Armário na cozinha",10000.0,500, Canasvieiras
"Servidão Bertolina Felicidade de Souza - Barra da Lagoa, Florianópolis - SC",67,3,1,1.0,nan,2300.0,0, Barra da Lagoa
"Avenida Professor Othon Gama D'Eça - Centro, Florianópolis - SC",60,1,1,0.0,"Mobiliado
Elevador
Salão de festas
Ar-condicionado
Armário na cozinha",3232.0,611, Centro
"Rua Almíscar - Monte Verde, Florianópolis - SC",84,2,2,1.0,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",2400.0,515, Monte Verde
"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",45,1,1,0.0,"Mobiliado
Armário na cozinha
Armário embutido",1200.0,0, Saco Grande
"Servidão Maria Ana Bittencourt, 376 - Carianos, Florianópolis - SC",60,2,2,1.0,"Mobiliado
Ar-condicionado
Condomínio fechado
Aceita animais",1300.0,0, Carianos
"Rodovia João Paulo - Joao Paulo, Florianópolis - SC",72,2,2,1.0,"Piscina
Salão de festas
Playground
Varanda
Ar-condicionado",2700.0,600, Joao Paulo
"Avenida Almirante Tamandaré, 350 - Coqueiros, Florianópolis - SC",250,3,3,2.0,"Elevador
Área de serviço
Churrasqueira
Playground
Varanda",2800.0,1179, Coqueiros
"Rua Lauro Linhares - Trindade, Florianópolis - SC",77,3,2,1.0,nan,1800.0,500, Trindade
"Rua João Roberto Sanford, 41 - Coqueiros, Florianópolis - SC",70,2,2,2.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Playground",2250.0,595, Coqueiros
"Rua Ranulpho José de Souza Sobrinho, 323 - Canasvieiras, Florianópolis - SC",50,2,1,1.0,"Piscina
Ar-condicionado
Armário na cozinha
Armário embutido",3498.0,0, Canasvieiras
"Carvoeira, Florianópolis - SC",60,2,1,1.0,"Elevador
Área de serviço
Varanda
Condomínio fechado
Cozinha",1480.0,515, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",45,1,1,1.0,nan,1500.0,260, Trindade
"Avenida Mauro Ramos - Centro, Florianópolis - SC",62,2,1,1.0,nan,1300.0,490, Centro
"Rodovia Admar Gonzaga - Lagoa da Conceição, Florianópolis - SC",55,1,1,1.0,"Piscina
Armário na cozinha",1360.0,50, Lagoa da Conceição
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",68,2,2,1.0,nan,1700.0,450, Trindade
"Servidão Maria Madalena Cordeiro - Córrego Grande, Florianópolis - SC",30,1,1,1.0,nan,1400.0,0, Córrego Grande
"Rua General Bittencourt, 565 - Centro, Florianópolis - SC",56,2,1,1.0,"Área de serviço
Sala de jantar",1600.0,700, Centro
"Rua Europa - Trindade, Florianópolis - SC",84,3,1,1.0,nan,1600.0,375, Trindade
