address,area,rooms,bathrooms,garages,amenities,price,condo,neighborhood
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",90,3,1,1.0,Elevador,1700.0,319, Carvoeira
"Rua Frei Caneca - Agronômica, Florianópolis - SC",200,4,4,2.0,nan,5300.0,2340, Agronômica
"Rua Lauro Linhares - Trindade, Florianópolis - SC",88,3,2,1.0,"Elevador
Piscina",2400.0,690, Trindade
"Rua Lauro Linhares - Trindade, Florianópolis - SC",67,2,2,1.0,"Elevador
Piscina",2500.0,478, Trindade
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",70,3,2,0.0,nan,1800.0,585, Carvoeira
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",62,2,1,1.0,Elevador,2000.0,554, Pantanal
"Rua Marcus Aurélio Homem - Carvoeira, Florianópolis - SC",81,2,1,1.0,Elevador,1350.0,669, Carvoeira
"Servidão Professora Adelina Gertrudes Jacinto - Itacorubi, Florianópolis - SC",92,3,2,2.0,"Elevador
Piscina",2950.0,504, Itacorubi
"Rua Bocaiúva - Centro, Florianópolis - SC",144,3,3,1.0,Elevador,3400.0,927, Centro
"Rua Francisco Goulart - Trindade, Florianópolis - SC",80,2,2,1.0,Elevador,2200.0,683, Trindade
"Rua Marcus Aurélio Homem - Carvoeira, Florianópolis - SC",58,2,1,1.0,Elevador,1450.0,600, Carvoeira
"Rua General Bittencourt - Centro, Florianópolis - SC",98,3,2,1.0,"Elevador
Salão de festas
Condomínio fechado",1600.0,930, Centro
"Servidão Santíssima Trindade - Trindade, Florianópolis - SC",77,3,2,1.0,nan,1950.0,452, Trindade
"Rua José João Martendal - Carvoeira, Florianópolis - SC",47,1,1,1.0,Elevador,1400.0,522, Carvoeira
"Rua Europa - Trindade, Florianópolis - SC",81,2,1,0.0,nan,1550.0,466, Trindade
"Rua Olympio da Silva - Pantanal, Florianópolis - SC",48,3,1,1.0,nan,1500.0,0, Pantanal
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",120,3,3,1.0,Elevador,2250.0,1050, Córrego Grande
"Rua Almirante Alvim - Centro, Florianópolis - SC",76,2,1,1.0,Elevador,2400.0,523, Centro
"Rua Laura Caminha Meira - Centro, Florianópolis - SC",70,2,1,0.0,nan,980.0,0, Centro
"Rua João Motta Espezim - Saco dos Limões, Florianópolis - SC",80,2,2,1.0,nan,1400.0,460, Saco dos Limões
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",57,2,1,0.0,nan,1550.0,389, Trindade
"Rua Frei Caneca - Agronômica, Florianópolis - SC",77,2,2,1.0,"Elevador
Piscina",1850.0,1416, Agronômica
"Rua João Motta Espezim - Saco dos Limões, Florianópolis - SC",55,2,1,1.0,nan,1500.0,369, Saco dos Limões
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",64,3,1,1.0,nan,1800.0,427, Trindade
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",39,1,1,1.0,nan,1300.0,319, Pantanal
"Rua das Acácias - Carvoeira, Florianópolis - SC",80,3,2,1.0,nan,1730.0,605, Carvoeira
"Rua Lauro Linhares - Trindade, Florianópolis - SC",65,2,1,1.0,nan,1800.0,407, Trindade
"Rua Vereador Frederico Veras - Pantanal, Florianópolis - SC",73,2,2,2.0,Elevador,2200.0,590, Pantanal
"Rua Esteves Júnior - Centro, Florianópolis - SC",118,3,3,1.0,nan,2500.0,770, Centro
"Rua Desembargador Pedro Silva - Coqueiros, Florianópolis - SC",84,1,1,1.0,nan,1900.0,510, Coqueiros
"Rua Jornalista Tito Carvalho - Carvoeira, Florianópolis - SC",69,2,2,1.0,"Elevador
Piscina",2000.0,450, Carvoeira
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",55,2,1,0.0,nan,1700.0,360, Trindade
"Rua Professor Milton Sullivan - Carvoeira, Florianópolis - SC",62,2,2,1.0,Elevador,2300.0,332, Carvoeira
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",67,3,1,1.0,nan,1850.0,418, Trindade
"Rua Professor José Brasilicio de Souza - Trindade, Florianópolis - SC",95,3,2,1.0,Elevador,2700.0,666, Trindade
"Canasvieiras, Florianópolis - SC",43,1,1,1.0,"Mobiliado
Churrasqueira
Varanda
Garagem
Cozinha",1449.0,330, SC
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",72,2,1,1.0,nan,1600.0,350, Trindade
"Rua Professor Milton Sullivan - Carvoeira, Florianópolis - SC",78,3,2,1.0,Elevador,2450.0,570, Carvoeira
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",59,3,1,1.0,nan,1500.0,556, Córrego Grande
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,1.0,nan,1450.0,367, Trindade
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",45,1,1,1.0,Elevador,1900.0,417, Córrego Grande
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",63,1,1,1.0,nan,1250.0,355, Carvoeira
"Servidão Professora Adelina Gertrudes Jacinto - Itacorubi, Florianópolis - SC",92,3,3,2.0,"Elevador
Piscina",2950.0,770, Itacorubi
"Rua Bocaiúva - Centro, Florianópolis - SC",91,2,3,0.0,Elevador,2450.0,730, Centro
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",94,3,3,2.0,"Elevador
Área de serviço
Salão de festas
Playground
Academia",3100.0,580, Córrego Grande
"Rua João Pacheco da Costa - Lagoa da Conceição, Florianópolis - SC",100,2,3,1.0,nan,5000.0,500, Lagoa da Conceição
"Rua Professor Milton Sullivan - Carvoeira, Florianópolis - SC",62,2,2,1.0,Elevador,2300.0,323, Carvoeira
"Rua Frei Evaristo - Centro, Florianópolis - SC",31,1,2,1.0,Elevador,1700.0,577, Centro
"Rua Frei Caneca - Agronômica, Florianópolis - SC",135,3,4,1.0,"Elevador
Piscina",3700.0,1200, Agronômica
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",71,2,1,1.0,Elevador,1850.0,327, Carvoeira
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",55,2,1,1.0,Elevador,1700.0,580, Carvoeira
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",64,2,1,1.0,nan,1600.0,460, Trindade
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",48,2,1,1.0,nan,1550.0,386, Itacorubi
"Rua Frei Caneca - Centro, Florianópolis - SC",60,1,1,1.0,"Elevador
Piscina",2500.0,900, Centro
"Rua Ruth Pereira, 174 - Ingleses do Rio Vermelho, Florianópolis - SC",40,1,1,1.0,nan,850.0,60, Ingleses do Rio Vermelho
"Rua do Vasco, 288 - Ingleses do Rio Vermelho, Florianópolis - SC",44,1,1,1.0,"Mobiliado
Área de serviço
Salão de festas
Playground
Jardim",1600.0,343, Ingleses do Rio Vermelho
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",45,1,1,1.0,Elevador,1400.0,397, Carvoeira
"Rua José João Martendal - Carvoeira, Florianópolis - SC",72,2,2,1.0,Elevador,1400.0,625, Carvoeira
"Ingleses do Rio Vermelho, Florianópolis - SC",66,2,2,1.0,"Mobiliado
Área de serviço
Churrasqueira
Salão de festas
Varanda",1950.0,270, SC
"Rodovia Amaro Antônio Vieira - Itacorubi, Florianópolis - SC",74,3,2,1.0,"Elevador
Salão de festas
Playground
Ar-condicionado
Quadra poliesportiva",1890.0,577, Itacorubi
"Avenida César Seara - Saco dos Limões, Florianópolis - SC",69,2,1,1.0,"Mobiliado
Vigia
Cozinha
Vista exterior",1100.0,420, Saco dos Limões
"Avenida Hercílio Luz - Centro, Florianópolis - SC",120,3,2,1.0,Elevador,2200.0,664, Centro
"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",87,2,2,1.0,"Elevador
Piscina",2050.0,621, Saco Grande
"Rua Lauro Linhares - Trindade, Florianópolis - SC",74,2,1,1.0,nan,1700.0,410, Trindade
"Rua Europa - Trindade, Florianópolis - SC",64,3,1,1.0,nan,1200.0,360, Trindade
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",100,3,2,1.0,"Elevador
Piscina",1800.0,900, Córrego Grande
"Rua Presidente Coutinho - Centro, Florianópolis - SC",87,2,2,1.0,Elevador,3400.0,915, Centro
"Rua Acelon Pacheco da Costa - Itacorubi, Florianópolis - SC",66,2,1,1.0,nan,1400.0,473, Itacorubi
"Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC",297,4,4,3.0,Elevador,5500.0,3900, Centro
"Rodovia Jornalista Maurício Sirotsky Sobrinho, 5637 - Jurerê, Florianópolis - SC",93,3,2,2.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",5500.0,600, Jurerê
"Beira Mar, Florianópolis - SC",180,5,4,0.0,"Elevador
Churrasqueira
Interfone",3800.0,1500, SC
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",34,2,1,1.0,nan,1400.0,375, Trindade
"Rua Cristóvão Nunes Pires - Centro, Florianópolis - SC",65,1,1,1.0,Elevador,1550.0,442, Centro
"Rua Capitão Américo - Córrego Grande, Florianópolis - SC",58,2,1,1.0,Elevador,1700.0,614, Córrego Grande
"Rua General Bittencourt - Centro, Florianópolis - SC",55,2,1,0.0,"Elevador
Piscina",1450.0,520, Centro
"Rua Cristóvão Nunes Pires - Centro, Florianópolis - SC",70,1,1,1.0,Elevador,1600.0,658, Centro
"Carvoeira, Florianópolis - SC",40,1,1,0.0,nan,1400.0,0, SC
"Rua Rafael Bandeira - Centro, Florianópolis - SC",110,2,3,2.0,nan,4900.0,1100, Centro
"Rua Marcus Aurélio Homem - Carvoeira, Florianópolis - SC",59,2,1,1.0,Elevador,1380.0,700, Carvoeira
"Avenida Trompowsky - Centro, Florianópolis - SC",109,3,4,2.0,nan,2700.0,1100, Centro
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",73,2,1,1.0,Elevador,1900.0,400, Carvoeira
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",51,1,1,0.0,nan,1500.0,350, Pantanal
"Rua Procópio Manoel Pires, 152 - Trindade, Florianópolis - SC",70,2,1,1.0,"Elevador
Área de serviço
Interfone
Sala de jantar",2300.0,500, Trindade
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",60,2,1,1.0,Elevador,1800.0,600, Pantanal
"Rua Francisco Tolentino - Centro, Florianópolis - SC",30,1,1,1.0,Elevador,1200.0,457, Centro
"Rua Jerônimo Venâncio das Chagas - Campeche, Florianópolis - SC",100,2,3,2.0,Piscina,7500.0,1300, Campeche
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",66,2,2,2.0,"Elevador
Piscina",2500.0,820, Pantanal
"Avenida Trompowsky - Centro, Florianópolis - SC",61,2,2,1.0,"Elevador
Salão de festas
Playground
Academia
Jardim",3450.0,523, Centro
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",109,3,3,1.0,"Elevador
Piscina",2500.0,944, Córrego Grande
"Praça Olívio Amorim - Centro, Florianópolis - SC",112,3,2,1.0,Elevador,3500.0,780, Centro
"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",82,2,2,1.0,"Elevador
Piscina",2000.0,589, Saco Grande
"Avenida Desembargador Vítor Lima - Trindade, Florianópolis - SC",47,1,1,1.0,nan,1150.0,413, Trindade
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",67,2,2,1.0,"Elevador
Piscina
Salão de festas
Playground
Varanda",1700.0,580, Itacorubi
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",41,1,1,1.0,Elevador,1650.0,404, Carvoeira
"Servidão Vicentina Custódia dos Santos - Ingleses do Rio Vermelho, Florianópolis - SC",90,2,2,1.0,nan,1300.0,0, Ingleses do Rio Vermelho
"Rua Felipe Schmidt, 706 - Centro, Florianópolis - SC",42,1,1,0.0,"Ar-condicionado
Cozinha",1300.0,497, Centro
"Rua Olympio da Silva - Pantanal, Florianópolis - SC",50,2,1,1.0,nan,1350.0,0, Pantanal
"Rua Maria Eduarda - Pantanal, Florianópolis - SC",33,1,1,1.0,nan,890.0,90, Pantanal
"Cachoeira do Bom Jesus, Florianópolis - SC",70,2,2,1.0,"Área de serviço
Churrasqueira
Varanda
Quintal",1600.0,0, SC
"Avenida César Seara - Carvoeira, Florianópolis - SC",40,1,1,1.0,nan,1250.0,401, Carvoeira
"Avenida Jornalista Rubens de Arruda Ramos - Beira Mar, Florianópolis - SC",254,4,6,4.0,"Elevador
Ar-condicionado
Armário na cozinha
Closet",8900.0,3837, Beira Mar
"Rua Mercúrio - Ingleses do Rio Vermelho, Florianópolis - SC",85,3,2,1.0,nan,2500.0,200, Ingleses do Rio Vermelho
"Rua Douglas Seabra Levier - Carvoeira, Florianópolis - SC",73,2,1,1.0,Elevador,1650.0,370, Carvoeira
"Campeche, Florianópolis - SC",63,2,2,1.0,"Churrasqueira
Varanda
Cozinha",2200.0,0, SC
"Rua das Algas, 1 - Jurerê, Florianópolis - SC",500,4,5,2.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",30000.0,6000, Jurerê
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",66,2,1,0.0,nan,1400.0,350, Trindade
"Rua do Marisco - Ingleses do Rio Vermelho, Florianópolis - SC",89,3,2,1.0,nan,2300.0,800, Ingleses do Rio Vermelho
"Rua Lauro Linhares - Trindade, Florianópolis - SC",91,2,3,2.0,"Área de serviço
Churrasqueira
Salão de festas
Playground
Academia",3100.0,447, Trindade
"Rodovia Virgílio Várzea - Saco Grande, Florianópolis - SC",82,2,2,1.0,"Elevador
Piscina",2300.0,665, Saco Grande
"Avenida Madre Benvenuta - Trindade, Florianópolis - SC",82,3,2,3.0,"Elevador
Piscina",3500.0,857, Trindade
"Rua Tangará - Agronômica, Florianópolis - SC",72,3,1,1.0,nan,1700.0,320, Agronômica
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",74,3,1,0.0,nan,1600.0,436, Trindade
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",65,2,2,1.0,nan,2500.0,0, Itacorubi
"Rua Atahualpa de Andrade - Jardim Atlântico, Florianópolis - SC",49,2,1,1.0,Elevador,1300.0,420, Jardim Atlântico
"Rua Vera Linhares de Andrade - Córrego Grande, Florianópolis - SC",45,1,1,2.0,"Área de serviço
Churrasqueira
Salão de festas
Academia
Interfone",2200.0,0, Córrego Grande
"Rua Tenente Silveira - Centro, Florianópolis - SC",39,1,1,1.0,Elevador,1400.0,730, Centro
"Avenida Tom Traugott Wildi - Praia Brava, Florianópolis - SC",79,2,2,1.0,"Condomínio fechado
Quadra de tênis
Segurança 24h
Salão de jogos",2200.0,1240, Praia Brava
"Carvoeira, Florianópolis - SC",44,1,1,1.0,"Área de serviço
Churrasqueira
Armário embutido
Sala de jantar",1600.0,420, SC
"Avenida Professor Othon Gama D'Eça - Centro, Florianópolis - SC",65,1,1,0.0,Elevador,1500.0,325, Centro
"Rua Esteves Júnior, 458 - Centro, Florianópolis - SC",144,3,2,1.0,"Área de serviço
Salão de festas
Interfone",6200.0,913, Centro
"Rua Bocaiúva - Centro, Florianópolis - SC",72,2,1,0.0,Elevador,1950.0,560, Centro
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",44,1,1,0.0,nan,1400.0,388, Carvoeira
"Rua Francisco Goulart - Trindade, Florianópolis - SC",82,2,2,1.0,Elevador,2300.0,736, Trindade
"Rua Padre Roma - Centro, Florianópolis - SC",48,1,1,0.0,Elevador,1500.0,366, Centro
"Ingleses Norte, Florianópolis - SC",165,3,2,1.0,"Mobiliado
Piscina
Área de serviço
Salão de festas
Playground",5300.0,440, SC
"Rua Rui Barbosa - Centro, Florianópolis - SC",150,3,3,1.0,Elevador,3950.0,941, Centro
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",55,2,1,1.0,Elevador,2100.0,490, Trindade
"Rua Maria Eduarda - Pantanal, Florianópolis - SC",17,1,1,0.0,nan,720.0,90, Pantanal
"Servidão Nova Esperança - Campeche, Florianópolis - SC",55,2,1,1.0,"Churrasqueira
Varanda",1650.0,0, Campeche
"Rua Procópio Manoel Pires, 152 - Trindade, Florianópolis - SC",130,3,1,2.0,"Elevador
Área de serviço
Interfone
Sala de jantar",3000.0,800, Trindade
"Avenida César Seara - Carvoeira, Florianópolis - SC",50,1,1,1.0,nan,1500.0,380, Carvoeira
"Rodovia Amaro Antônio Vieira, 2623 - Itacorubi, Florianópolis - SC",70,2,2,1.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",2280.0,510, Itacorubi
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",52,2,1,0.0,nan,1200.0,350, Trindade
"Rua Franklin Cascaes - Ponta das Canas, Florianópolis - SC",60,2,1,1.0,"Mobiliado
Churrasqueira
Ar-condicionado
TV a cabo
Armário na cozinha",1670.0,0, Ponta das Canas
"Rua Capitão Romualdo de Barros, 850 - Carvoeira, Florianópolis - SC",38,1,1,1.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Jardim",1900.0,285, Carvoeira
"Avenida Prefeito Osmar Cunha - Centro, Florianópolis - SC",76,2,1,0.0,Elevador,1800.0,558, Centro
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",68,2,2,1.0,Elevador,2300.0,630, Pantanal
"Rua Almirante Dorval Melchíades de Souza, 690 - Centro, Florianópolis - SC",68,2,1,1.0,"Condomínio fechado
Garagem",1800.0,486, Centro
"Rua dos Chernes, 45 - Jurerê, Florianópolis - SC",100,2,2,2.0,"Mobiliado
Elevador
Piscina
Churrasqueira
Salão de festas",5000.0,450, Jurerê
"Servidão Dona Vitorina Lopes - Campeche, Florianópolis - SC",45,1,1,1.0,"Mobiliado
Área de serviço
Churrasqueira
Ar-condicionado
Interfone",1550.0,100, Campeche
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",59,2,1,1.0,nan,1800.0,435, Carvoeira
"Rua João Motta Espezim - Saco dos Limões, Florianópolis - SC",62,2,1,1.0,nan,1900.0,271, Saco dos Limões
"Rua Rui Barbosa - Agronômica, Florianópolis - SC",115,3,3,2.0,"Elevador
Piscina",6000.0,945, Agronômica
"Rua Leonel Pereira, 165 - Cachoeira do Bom Jesus, Florianópolis - SC",45,1,1,1.0,"Área de serviço
Churrasqueira
Sala de jantar",1500.0,350, Cachoeira do Bom Jesus
"Rua Lauro Linhares - Trindade, Florianópolis - SC",59,1,1,0.0,nan,1500.0,317, Trindade
"Rua Hermann Blumenau - Centro, Florianópolis - SC",67,2,3,1.0,Elevador,2000.0,806, Centro
"Servidão Santíssima Trindade - Trindade, Florianópolis - SC",77,3,2,0.0,nan,2550.0,438, Trindade
"Rua Marcus Aurélio Homem - Carvoeira, Florianópolis - SC",59,2,1,1.0,Elevador,1600.0,600, Carvoeira
"Campeche, Florianópolis - SC",86,2,2,2.0,"Elevador
Piscina
Área de serviço
Churrasqueira
Varanda",3500.0,630, SC
"Rua dos Canudos - Ingleses do Rio Vermelho, Florianópolis - SC",71,2,2,1.0,"Elevador
Piscina",2300.0,550, Ingleses do Rio Vermelho
"Rua Felipe Schmidt, 706 - Centro, Florianópolis - SC",42,1,1,0.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Ar-condicionado",1150.0,497, Centro
"Rua Juvêncio Costa - Trindade, Florianópolis - SC",30,1,1,1.0,"Mobiliado
Área de serviço
Salão de festas
Interfone
Armário embutido",1900.0,420, Trindade
"Centro, Florianópolis - SC",297,4,5,3.0,nan,5500.0,3900, SC
"Rua Bocaiúva, 1845 - Centro, Florianópolis - SC",122,3,3,2.0,"Mobiliado
Área de serviço
Salão de festas
Playground
Escritório",4000.0,1164, Centro
"Rua Brisamar, 315 - Ingleses do Rio Vermelho, Florianópolis - SC",65,2,2,1.0,"Área de serviço
Churrasqueira
Sala de jantar",1700.0,377, Ingleses do Rio Vermelho
"Ingleses do Rio Vermelho, Florianópolis - SC",69,2,2,1.0,Interfone,1600.0,160, SC
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",88,3,2,1.0,nan,4500.0,400, Ingleses do Rio Vermelho
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",88,3,2,1.0,nan,3800.0,400, Ingleses do Rio Vermelho
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",88,3,2,1.0,nan,4300.0,400, Ingleses do Rio Vermelho
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",88,3,2,1.0,nan,4300.0,400, Ingleses do Rio Vermelho
"Rua das Gaivotas - Ingleses do Rio Vermelho, Florianópolis - SC",72,2,2,1.0,nan,3150.0,400, Ingleses do Rio Vermelho
"Avenida Atlântica - Jardim Atlântico, Florianópolis - SC",83,3,1,1.0,nan,1800.0,360, Jardim Atlântico
"Canasvieiras, Florianópolis - SC",117,1,2,1.0,"Mobiliado
Piscina
Churrasqueira
Salão de festas
Ar-condicionado",10000.0,1600, SC
"Rua Lauro Linhares - Trindade, Florianópolis - SC",65,2,1,1.0,nan,1800.0,465, Trindade
"Campeche, Florianópolis - SC",50,2,1,1.0,Área de serviço,2000.0,0, SC
"Rua Santo Inácio de Loyola - Centro, Florianópolis - SC",147,3,2,2.0,nan,3600.0,1150, Centro
"Rua Frei Caneca - Agronômica, Florianópolis - SC",207,4,4,2.0,"Elevador
Piscina",7500.0,1330, Agronômica
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",46,2,1,1.0,nan,1400.0,400, Itacorubi
"Servidão Laje de Pedra - Itacorubi, Florianópolis - SC",47,1,1,1.0,Elevador,1800.0,891, Itacorubi
"Rua Antônio Mattos Areas - Balneário, Florianópolis - SC",120,3,4,2.0,nan,2660.0,1079, Balneário
"Rodovia Admar Gonzaga - Itacorubi, Florianópolis - SC",65,2,1,1.0,"Elevador
Piscina
Churrasqueira
Salão de festas
Playground",1650.0,560, Itacorubi
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",55,2,1,1.0,nan,1500.0,430, Trindade
"Rua Almirante Alvim - Centro, Florianópolis - SC",127,4,4,2.0,"Elevador
Churrasqueira
Salão de festas
Armário na cozinha",3320.0,1236, Centro
"Rua Lauro Linhares - Trindade, Florianópolis - SC",45,2,1,0.0,nan,1550.0,318, Trindade
"Rua João Pio Duarte Silva - Córrego Grande, Florianópolis - SC",85,3,2,1.0,Elevador,2200.0,300, Córrego Grande
"Avenida Professor Othon Gama D'Eça - Centro, Florianópolis - SC",43,1,1,0.0,Elevador,1350.0,340, Centro
"Rua Capitão Romualdo de Barros - Carvoeira, Florianópolis - SC",37,1,1,0.0,nan,1250.0,268, Carvoeira
"Pantanal, Florianópolis - SC",25,1,1,0.0,"Mobiliado
Área de serviço
Jardim
Lavanderia
Mais de um andar",1250.0,100, SC
"Rua Presidente Gama Rosa - Trindade, Florianópolis - SC",70,2,1,1.0,Elevador,2000.0,378, Trindade
"Rodovia João Gualberto Soares - São João do Rio Vermelho, Florianópolis - SC",35,1,1,1.0,nan,1400.0,0, São João do Rio Vermelho
"Avenida Mauro Ramos - Centro, Florianópolis - SC",90,2,2,1.0,Elevador,2300.0,616, Centro
"Jardim Atlântico, Florianópolis - SC",69,2,2,1.0,nan,2680.0,568, SC
"Rua Presidente Coutinho - Centro, Florianópolis - SC",85,2,2,2.0,Elevador,3500.0,750, Centro
"Centro, Florianópolis - SC",371,4,6,0.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Varanda",10000.0,0, SC
"Rua Rafael Bandeira - Centro, Florianópolis - SC",66,2,1,1.0,Elevador,1650.0,227, Centro
"Servidão José Manoel Pacifico - Ingleses do Rio Vermelho, Florianópolis - SC",55,2,1,1.0,nan,1100.0,150, Ingleses do Rio Vermelho
"Rua Duarte Schutel - Centro, Florianópolis - SC",143,3,5,2.0,nan,5900.0,990, Centro
"Servidão Recanto Verde, 170 - Itacorubi, Florianópolis - SC",89,3,2,2.0,"Elevador
Área de serviço",2900.0,800, Itacorubi
"Rua Doutor Djalma Moellmann - Centro, Florianópolis - SC",61,2,1,1.0,nan,1800.0,495, Centro
"Avenida Jornalista Rubens de Arruda Ramos - Centro, Florianópolis - SC",155,4,4,1.0,nan,7000.0,1700, Centro
"Servidão João Sinfronio Pereira - Rio Tavares, Florianópolis - SC",42,2,1,0.0,"Área de serviço
Sala de jantar",1350.0,0, Rio Tavares
"Rua Luiz Oscar de Carvalho - Trindade, Florianópolis - SC",60,2,1,1.0,nan,1600.0,388, Trindade
"Itacorubi, Florianópolis - SC",65,2,2,2.0,"Elevador
Área de serviço
Playground
Sala de jantar",2650.0,600, SC
"Carvoeira, Florianópolis - SC",70,2,3,1.0,"Elevador
Salão de festas
Jardim
Interfone
Armário embutido",2500.0,0, SC
"Rua Dario João de Souza, 101 - Jurerê, Florianópolis - SC",91,3,3,2.0,"Mobiliado
Elevador
Piscina
Área de serviço
Churrasqueira",5000.0,700, Jurerê
"Servidão Pousada da Praia - Armação, Florianópolis - SC",21,1,1,0.0,"Mobiliado
Ar-condicionado
Escritório
Armário embutido",1100.0,0, Armação
"Rodovia Virgílio Várzea, 4570 - Canasvieiras, Florianópolis - SC",52,2,1,1.0,"Mobiliado
Interfone",2100.0,360, Canasvieiras
"Avenida César Seara - Carvoeira, Florianópolis - SC",47,1,1,1.0,nan,1350.0,422, Carvoeira
"Rua das Dunas, 125 - Ingleses do Rio Vermelho, Florianópolis - SC",51,1,1,0.0,"Mobiliado
Elevador
Área de serviço
Churrasqueira
Varanda",1000.0,0, Ingleses do Rio Vermelho
"Rua Lauro Linhares - Trindade, Florianópolis - SC",65,2,1,1.0,nan,1800.0,302, Trindade
"Rua Artista Bittencourt, 89 - Centro, Florianópolis - SC",219,4,4,2.0,"Área de serviço
Interfone
Armário embutido
Sala de jantar",3950.0,2100, Centro
"Rodovia João Paulo - Joao Paulo, Florianópolis - SC",81,3,2,1.0,"Área de serviço
Salão de festas
Jardim
Ar-condicionado
Armário embutido",2600.0,641, Joao Paulo
"Rua Professor Bento Águido Vieira - Trindade, Florianópolis - SC",47,1,1,1.0,nan,1550.0,450, Trindade
"Rua Doutor João de Oliveira, 1165 - Canasvieiras, Florianópolis - SC",25,1,1,0.0,"Mobiliado
Interfone",1100.0,150, Canasvieiras
"Carvoeira, Florianópolis - SC",35,1,1,1.0,"Mobiliado
Piscina
Jardim
Ar-condicionado
Circuito de segurança",2000.0,240, SC
"Avenida Governador Jorge Lacerda - Costeira do Pirajubaé, Florianópolis - SC",64,2,2,1.0,"Elevador
Piscina",1650.0,740, Costeira do Pirajubaé
"Rua Deputado Antônio Edu Vieira - Pantanal, Florianópolis - SC",66,2,1,1.0,Elevador,1800.0,500, Pantanal
"Avenida das Rendeiras - Lagoa da Conceição, Florianópolis - SC",30,1,1,1.0,nan,1300.0,0, Lagoa da Conceição
"Rua Jornalista Tito Carvalho - Trindade, Florianópolis - SC",75,2,1,1.0,"Varanda
Conexão à internet
Cozinha
Vista exterior
Interfone",1700.0,375, Trindade
"Rua Frei Caneca - Agronômica, Florianópolis - SC",103,2,3,2.0,Elevador,4000.0,619, Agronômica
"Rua Esteves Júnior - Centro, Florianópolis - SC",121,3,3,1.0,nan,2400.0,1100, Centro
"Rua Padova - Córrego Grande, Florianópolis - SC",70,2,1,1.0,Elevador,1900.0,460, Córrego Grande
"Vargem Pequena, Florianópolis - SC",40,1,1,0.0,Cozinha,850.0,0, SC
